RUN	basicpackage.WebSocketExample2	websocketexample2	1579866166629	 	3.1.1
USER	testwebsocketscenario	1	START	1579866167992	1579866167992
REQUEST	1		firsthttprequest	1579866168029	1579866168670	OK	 
REQUEST	1		opensocket	1579866168711	1579866169323	OK	 
REQUEST	1		opensocket	1579866169329	1579866169841	OK	 
REQUEST	1		sendmessage	1579866169844	1579866169844	OK	 
REQUEST	1		secondmessage	1579866173848	1579866173848	OK	 
REQUEST	1		check1	1579866173848	1579866174126	OK	 
REQUEST	1		sendmessage	1579866174142	1579866174142	OK	 
REQUEST	1		secondmessage	1579866178148	1579866178148	OK	 
REQUEST	1		check1	1579866178148	1579866178434	OK	 
USER	testwebsocketscenario	1	END	1579866167992	1579866178448
